Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","070","Bosnia and Herzegovina","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","3.38448","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","12.924723","E","Estimated value",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-5.867129","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","2.803515","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","2.26021","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-11.063188","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","6.231461","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","9.713201","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","12.109276","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.845589","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","1.916395","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","19.70602","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","7.348311","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","15.142896","E","Estimated value",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-9.526612","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","2.89876","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","-1.029542","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-13.993535","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","4.294408","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","7.481748","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","10.666677","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.002012","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-7.786907","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","20.112704","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","3.409263","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","12.101455","E","Estimated value",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-9.019328","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","1.353982","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","-1.099169","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-10.186236","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","4.381686","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","11.390755","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","13.891847","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.424751","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-2.602918","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","14.561123","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","3.100285","X","Figure from international organizations",""
"MK","Macro Indicators","203","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","14.193952","E","Estimated value",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-4.899431","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","5.023842","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","2.738552","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-14.255374","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","3.45021","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","6.069679","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","7.443114","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.898342","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","2.385004","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","14.354734","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","-1.36085","X","Figure from international organizations",""
"MK","Macro Indicators","208","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","3.91304","E","Estimated value",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-0.703727","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","9.070833","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","5.934388","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-13.974765","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","5.134832","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","11.921513","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","13.743433","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.492851","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","0.928172","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","18.554979","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","2.306699","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","10.057602","E","Estimated value",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-6.154133","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","5.025243","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","1.183975","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-14.592916","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","2.630875","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","6.250863","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","7.846735","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.608951","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","1.255483","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","9.154815","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","-4.806576","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","9.434486","E","Estimated value",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-6.206139","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","4.74146","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","1.461647","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-14.513809","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","1.35664","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","5.012186","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","7.545065","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.224565","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-2.984809","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","11.782689","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","-6.218883","X","Figure from international organizations",""
"MK","Macro Indicators","250","France","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","7.060435","E","Estimated value",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-5.797008","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","5.823034","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","4.050016","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-13.586388","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","3.315091","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","6.441276","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","7.683711","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.145352","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-0.037294","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","10.051548","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","-4.711468","X","Figure from international organizations",""
"MK","Macro Indicators","276","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","7.793339","E","Estimated value",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-14.359088","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","-1.323468","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","-1.546994","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-16.815201","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","-1.322983","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","3.537187","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","6.107271","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-3.205238","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-8.1716","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","13.894006","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","1.219531","X","Figure from international organizations",""
"MK","Macro Indicators","300","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","10.239773","E","Estimated value",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-9.248821","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","5.333287","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","3.942627","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-11.245299","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","2.7447","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","11.276256","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","12.195639","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","2.151654","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-4.14178","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","15.813398","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","-2.610031","X","Figure from international organizations",""
"MK","Macro Indicators","348","Hungary","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","15.018045","E","Estimated value",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","-3.088467","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","9.311267","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","10.806791","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-1.961374","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","18.701365","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","18.925048","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2018","2018","%","6.197621","X","Figure from international organizations",""
"MK","Macro Indicators","352","Iceland","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-6.014684","X","Figure from international organizations",""
